Reward,Total Success,Total Congestion,N_Average Delay,Total Average Delay,Mean Slot Energy,Backoff Indicator
-1.3773725308981404,0.98094,0.08310521209499473,0.3077167478812832,35.463004872877036,423.57925,10,2
-1.6749662969349697,0.8024,0.37904086117502966,0.05432520373661616,116.95837487537388,856.41331,10,20
-1.4929286692982005,0.98212,0.16029930793760766,0.1299040886131828,54.02266525475502,601.07649,10,6
-1.9972975718572277,0.78152,0.46171337700033716,0.22210062530920355,1943.722924557273,428.21038,44,34
-1.377218099815511,0.9811,0.083613272565768,0.30706350015288914,35.42381000917338,423.63392,10,2
-1.7602312575245453,0.7006,0.4291292666598806,0.05239976053357192,208.5211247502141,803.75439,10,30
-1.675368415670071,0.93918,0.34780101127109997,0.2908906928706334,267.16599586873656,401.61784,172,2
-1.7271157088094329,0.83924,0.43445587564257787,0.27606262108293905,392.4451646727992,367.60822,271,2
-1.7545095240470898,0.77542,0.48262624763651696,0.2677920856198405,486.9751102628253,344.28153,350,2
-1.7387908359129285,0.81992,0.4549240975118372,0.27472107318471256,430.4552151429408,358.69969,301,2
-1.8592648773007463,0.69232,0.44197562066533624,0.07988140312857062,417.2058296741391,769.26012,10,38
-1.7194053804621303,0.86048,0.4193947941082134,0.2816976793458411,370.5305875790257,373.71353,251,2
-1.4433097345759553,0.98162,0.11851817254146571,0.19133405323176153,45.70010798475989,510.69728,10,4
-1.5341600657480938,0.98262,0.2006521660219833,0.11912123617564183,62.86167592762207,679.53562,10,8
-1.9175464831253692,0.5689,0.5850714436571179,0.18390652320728737,1589.4007734223942,277.51638,380,40
-1.9338537823897652,0.61594,0.5458040216186586,0.18566191291272122,1654.5380718901192,304.49742,222,16
-1.4438498190972164,0.98118,0.1213195661757982,0.19969340224396806,45.95554332538372,509.62792,10,4
-1.6403548030918784,0.95738,0.3089304997926187,0.19066358185881677,177.15740876141135,484.21184,64,4
-1.7020734942147386,0.7467,0.40371800177190503,0.05280839140494112,139.51546805946163,836.44963,10,24
-1.553974915580986,0.99716,0.1951785213577545,0.305065771406137,116.1463757070079,424.30081,64,2
-1.7030311667051024,0.74496,0.40588619506512746,0.05060530476140058,139.71786404639175,839.81179,10,24
-1.3776951185976585,0.97984,0.08523522958706556,0.30765907359024386,35.45954441541476,424.31911,10,2
-1.8246348905893028,0.61238,0.48166981419130833,0.07254498472248168,499.42414840458537,490.73768,24,28
-1.377358991836748,0.98106,0.08430693956752557,0.3077776418703557,35.46665851222147,423.52094,10,2
-1.7384877986447262,0.71118,0.4265947133134635,0.05544586901649788,178.34747883798758,818.18211,10,28
-1.7456487746351415,0.80088,0.465334329379255,0.2733515008490652,454.3624013585056,352.34399,321,2
-1.720839232422648,0.85768,0.422897355753837,0.28296226529383767,372.11764294375524,375.17006,251,2
-1.3776539042498441,0.98088,0.08287737324483714,0.3069165783106307,35.414994698637955,424.91567,10,2
-1.3770346002153184,0.98032,0.08318275310690088,0.3068436836951187,35.4106210217072,423.13205,10,2
-1.377765406153447,0.98088,0.08426939556861267,0.30745181197836113,35.44710871870157,424.85266,10,2
-1.6007342531611188,0.99766,0.2474471526601221,0.3049473402170166,158.8005132008901,423.16828,93,2
-1.6923179219926452,0.77784,0.391281675632601,0.06005661279381432,131.40784737221023,845.20202,10,22
-1.5715322041177981,0.98312,0.24102575036293422,0.09633954485040763,73.35863373748882,746.53439,10,10
-1.3783997293452597,0.97948,0.08631603322712239,0.30808864567593774,35.48531874055622,425.92685,10,2
-1.378041993817531,0.98142,0.08263717968496735,0.3080638258849453,35.483829553096534,425.29844,10,2
-1.4812093222585647,0.99434,0.1361242901201862,0.3105997086365869,71.35494901140456,425.11727,34,2
-1.3773378652643087,0.98118,0.08207565880891088,0.3074274513001356,35.445647078008115,423.7287,10,2
-1.3774525991859332,0.98032,0.08338478741389564,0.3075526358740016,35.45315815244002,423.80371,10,2
-1.7066309104329345,0.88764,0.4013212417348411,0.286291800790917,334.7838988779235,384.9496,222,2
-1.533058402409533,0.9965,0.1770902448261098,0.3053625872371962,100.97471149021575,424.64553,54,2
-1.6790491512384327,0.80916,0.37856213060850474,0.06419925495056941,121.0027930199219,853.2954,10,20
-1.3777985532163868,0.97976,0.08498824080398545,0.30919306769004523,35.55158406140279,423.52221,10,2
-1.7536800082527786,0.5966,0.5184884039630103,0.08692278514267467,426.84093194770367,356.60212,133,8
-1.3776031264408997,0.98082,0.0826087704398498,0.308581934843636,35.51491609061805,423.59728,10,2
-1.9898117152382961,0.76294,0.47086587389405005,0.21791614685308766,1921.58712349595,408.5916,54,34
-1.8535202718670898,0.68588,0.44037566163519415,0.07710392517787891,400.592027759958,768.85684,10,38
-1.6763494619875763,0.9346,0.3471219773681863,0.29039408531856437,268.1908838005564,401.86462,172,2
-1.6767483031200732,0.80986,0.37518914480299753,0.06103608338797791,119.84580050872991,848.79942,10,20
-1.7971121903997516,0.5911,0.49448864640738927,0.06813419535094764,477.2464895956691,423.46122,44,20
-1.7204233080716524,0.85976,0.42383099652005046,0.2830621313017283,372.24297478366054,374.37607,251,2
-1.6459817108717996,0.88248,0.33579534240464315,0.07080620896920067,100.90535762850149,850.31649,10,16
-1.377911260978204,0.98064,0.08410245783016175,0.30758144341110505,35.45488660466634,425.12628,10,2
-1.9027214163854218,0.5825,0.5594885406297361,0.15561584688920488,1385.6413733905579,290.90988,271,10
-1.5089963879350567,0.99584,0.1566134164005187,0.3059469615823936,85.83806635604113,425.53898,44,2
-1.676496485232414,0.8038,0.381139197668887,0.0594954937498196,117.84486190594676,859.2003,10,20
-1.9377459838774764,0.6351,0.5314376627181784,0.1837561631743901,1668.0491261218706,313.04072,192,40
-1.7001141893105927,0.8985,0.38687511009071124,0.28865982987518185,320.09282136894825,387.57618,212,2
-1.3769217864425873,0.98064,0.08201225272355313,0.30653280850600995,35.391968510360584,423.09334,10,2
-1.3784665225244552,0.98092,0.08419249797049448,0.30980100313990944,35.58806018839457,425.18069,10,2
-1.9465866748928617,0.64316,0.5272795319181582,0.19207477308089452,1719.7428633621494,323.2117,163,26
-1.3774630741203504,0.98156,0.08286693896374066,0.3092050749147617,35.55230449488569,422.90803,10,2
-1.881068699241083,0.57706,0.552663974825247,0.13733990406823438,1172.0285932138772,297.37167,232,10
-1.881984585709288,0.70398,0.43390263584212196,0.08639805108101067,493.91724196710135,759.2639,10,40
-1.7868142415614257,0.55046,0.5536963853996838,0.09132448667497252,601.0200922864514,307.19421,212,8
-1.6242733924470416,0.92218,0.30936244792992296,0.07685260705368188,90.39423973627709,836.74982,10,14
-1.4929747664538944,0.98074,0.1598061776824402,0.13779051192637068,54.2034382201195,598.92866,10,6
-1.5713331717521641,0.98308,0.23791091141940152,0.1050834322341605,73.21963624526997,746.94142,10,10
-1.3782185043143464,0.9803,0.08598414910768182,0.30866741473698406,35.52004488421912,425.16394,10,2
-1.9300845500997639,0.60456,0.5537697144078448,0.1826808648636541,1638.2926756649465,298.15081,251,22
-1.9615258533140074,0.69192,0.49929162639335417,0.19342015655748104,1777.1234246733727,353.93744,103,26
-1.6921722508256631,0.77394,0.3918259737368646,0.05936787447975611,130.39264025635063,849.32127,10,22
-1.3774285546550842,0.9813,0.08386548618492305,0.30773973300723634,35.46438398043412,423.78586,10,2
-1.6126918725227823,0.99822,0.2618671748374116,0.2967056598841135,172.7704714391617,421.09416,103,2
-1.3778393963120932,0.98086,0.08377127097947651,0.30850648070740877,35.510388842444385,424.31787,10,2
-1.7552101836101954,0.70392,0.4241503284670198,0.05374629572329718,202.96218320263665,800.16435,10,30
-1.3772849763689239,0.98074,0.08293714683443168,0.30806669793557284,35.48400187613435,423.05385,10,2
-1.8616907529288034,0.70064,0.43650504524780825,0.08267467840849212,426.6530315140443,767.58631,10,38
-1.3777766109767537,0.9807,0.08666652576422573,0.30919921144760615,35.551952686856325,423.62939,10,2
-1.3773185407398656,0.98044,0.08506280378414403,0.3064712442032831,35.38827465219697,424.2081,10,2
-1.7557610444019254,0.77244,0.4882697482854501,0.2707106524645093,489.39008855056704,344.92326,350,2
-1.7358776937743274,0.82148,0.45019320761019593,0.2767516076507292,419.6735891318109,361.18147,291,2
-1.7371967799336536,0.82144,0.44984472751791604,0.27886850616535125,422.75367647058823,361.67585,291,2
-1.9193297772402214,0.57654,0.5783424460267468,0.18086706379308487,1593.2564609567419,281.29462,350,16
-1.763919754508978,0.69926,0.4295021829626107,0.05813048215393454,212.60907244801646,807.19583,10,30
-1.7574137009767263,0.77042,0.4846494332055532,0.26826187994697626,498.53007450481556,341.97084,360,2
-1.3770468563486327,0.98172,0.08389226985492308,0.3073975607437301,35.44385364462372,423.03624,10,2
-1.4918795254278043,0.98262,0.16305699308176486,0.1543216943816892,54.03720665160489,596.90646,10,6
-1.3771061096638904,0.98106,0.0865779757196789,0.30661563343050635,35.39693800583043,423.62711,10,2
-1.3769348321191246,0.98062,0.08584798751860435,0.30738716322326437,35.443229793396014,422.52949,10,2
-1.8251858390879265,0.63344,0.46527453451665635,0.0707326652114798,403.90767870674415,615.76617,14,34
-1.3778663435089502,0.98172,0.0827503527061368,0.30785763761561497,35.471458256936806,425.00582,10,2
-1.3778527721510012,0.98186,0.08270967507755646,0.3082194338636217,35.49316603181716,424.74018,10,2
-1.6008790735234175,0.99802,0.24620347446426172,0.2989434870517404,158.99815634957216,423.11363,93,2
-1.3772103830673414,0.97982,0.08492294669670424,0.3067978472236421,35.407870833418386,423.56299,10,2
-1.6436808828378844,0.88176,0.3391292919380019,0.06499191699247155,99.21477499546361,851.39346,10,16
-1.3777996538062653,0.98058,0.08331558972207902,0.30848069509881876,35.50884170592914,424.17318,10,2
-1.5681295312983508,0.99438,0.21836197427522966,0.20296269580497456,106.30358615418653,508.01908,34,4
-1.377853634696541,0.98038,0.08741927215441536,0.30811352060765435,35.48681123645933,424.54417,10,2
-1.6018711133864478,0.96464,0.27509017843322425,0.09263559462598303,83.23445015757174,798.22724,10,12
-1.7099302517152033,0.8791,0.40480717141862366,0.2811767594931059,344.5709248094642,380.76139,232,2
-1.377815116167057,0.97998,0.08288399580417179,0.3089365769369429,35.536194616216655,423.78776,10,2
-1.8361174443230366,0.6979,0.43097479775181585,0.07573813878610527,358.2003152314085,771.29043,10,36
-1.4470149753282604,0.99194,0.114350967818053,0.3166554428695848,56.58193035869105,426.13463,24,2
-1.756172995270092,0.77034,0.4859093136003736,0.2654126028045253,494.7426850481605,341.76844,360,2
-1.7111132474874262,0.87576,0.4077935641638584,0.2840216812667901,346.4651502694802,381.06362,232,2
-1.7103106149666,0.87986,0.40205884022967703,0.28197062954514185,345.49578342008954,380.82866,232,2
-1.7654518461268331,0.70754,0.42737293481089045,0.061135152428454596,216.91194844107753,802.60408,10,30
-1.3779166526736375,0.9812,0.0828845586363968,0.30863398559586763,35.51803913575214,424.50754,10,2
-1.7050994282451968,0.88904,0.39642259640595345,0.28547738513412163,332.4525105732026,383.99651,222,2
-1.9265627627456892,0.59262,0.5602186339836039,0.18333641830157424,1628.5271168708448,291.17459,281,36
-1.3774622681363784,0.98028,0.08611701956770436,0.3078287156050637,35.46972293630391,423.63042,10,2
-1.4433375533574702,0.9816,0.12045023102012818,0.18502116360381524,45.67828035859821,511.02583,10,4
-1.7488318422768776,0.7933,0.4716949864587558,0.27173953069076967,465.3702256397328,350.03337,330,2
-1.377975356902042,0.981,0.08625682571446845,0.30894835202174864,35.536901121304794,424.41534,10,2
-1.7835031327516337,0.60572,0.5517295624640602,0.14536121555953238,596.9912500825463,311.83607,321,4
-1.7225697885343347,0.72848,0.41634492914469684,0.05455757140464181,159.39526136613222,831.04869,10,26
-1.766147102272253,0.74586,0.5056079659485345,0.2632229824241624,536.8653902877215,332.34782,400,2
-1.944286034601371,0.70642,0.4542908931429458,0.14400533654963146,1181.2831460037937,479.0785,24,32
-1.3777316698615605,0.98182,0.0823233041913167,0.3095051367188831,35.57030820313296,423.49643,10,2
-1.3763648118262006,0.98184,0.08228733057388464,0.30647559683858844,35.388535810315325,421.80151,10,2
-1.3775077872410697,0.98106,0.08352065120659503,0.3075279119863534,35.45167471918129,424.11138,10,2
-1.377286340795505,0.98002,0.0869943249025241,0.307279443276673,35.43676659660007,423.47509,10,2
-1.760762058769763,0.70856,0.42343460013237744,0.05657533242612175,210.4876368973693,802.26917,10,30
-1.3773256529961393,0.98072,0.08317737210190532,0.30799990483182305,35.479994289909456,423.21027,10,2
-1.377416236800142,0.9809,0.08627780227874406,0.307809154857784,35.46854929146702,423.62943,10,2
-1.6126640457085113,0.99832,0.25931336921011583,0.30268132015182053,172.88087987819537,420.76702,103,2
-1.7273979419364252,0.84092,0.43338401556239575,0.2781674016140849,393.9168291870808,367.20513,271,2
-1.7511935049341472,0.78452,0.4727037468811241,0.26977484921466277,475.61724366491615,346.40019,340,2
-1.9357346302083496,0.61856,0.5451941647754052,0.18963696837769578,1673.4789187790998,305.22733,222,18
-1.93113822353516,0.60238,0.5540308962877478,0.18743256814176662,1644.851854311232,298.68178,242,34
-1.377682130882234,0.98042,0.08441052294292486,0.3088370290283734,35.53022174170253,423.56653,10,2
-1.3776577598566013,0.97972,0.08794484487978266,0.3085813633827352,35.51488180296411,423.54813,10,2
-1.3774958550530454,0.98116,0.08568936999181155,0.30781931591177814,35.46915895470667,423.8926,10,2
-1.3773908503801116,0.98066,0.08667844229759572,0.30734063453864174,35.44043807231864,423.84191,10,2
-1.3773027737028056,0.9807,0.0847019606274356,0.3085602120934018,35.51361272560416,422.75224,10,2
-1.3776856360357506,0.98116,0.0824267232597652,0.30856333319744045,35.51379999184638,423.90331,10,2
-1.9418719786707335,0.63578,0.5284534524559252,0.1931124154491326,1697.0780144074995,316.2786,182,38
-1.625053508139478,0.92188,0.30903430427944467,0.08482182372666452,91.21909576083655,833.41693,10,14
-1.8500572885092899,0.69358,0.4332285470166512,0.07287549462649036,395.5881945846189,763.99284,10,38
-1.3775322132589167,0.98108,0.08566019146216353,0.30809074353433685,35.48544461206018,423.78984,10,2
-1.6817260684851982,0.8108,0.3972333813442711,0.12247484304356028,195.81327084361124,538.3977,44,8
-1.3780143387581159,0.98096,0.08134990807070556,0.30777843473060534,35.46670608383624,425.33617,10,2
-1.8049049953066612,0.5327,0.5856774526328465,0.11712360712195559,734.9677116575934,280.1745,360,6
-1.5724418803675775,0.9824,0.2406409893745795,0.10262881255551434,73.44584690553746,749.90674,10,10
-1.4461868305547303,0.99194,0.1133081750490992,0.31438111176084427,56.297638970099,425.92162,24,2
-1.377986686544669,0.98048,0.08500965387029041,0.3074191552436924,35.44514931462141,425.42216,10,2
-1.917440681857168,0.56508,0.5899341538297277,0.18020673191126313,1597.413038861754,275.34941,390,12
-1.9499609089818155,0.6626,0.5112539284553886,0.1937770169462218,1712.548898279505,335.25368,133,24
-1.3767304176889892,0.9809,0.0837191831314135,0.30676929350596316,35.40615761035784,422.44231,10,2
-1.377405763328865,0.98168,0.0815845041342402,0.3074491348165078,35.446948088990304,423.99521,10,2
-1.3773680744197359,0.98058,0.08699886375333672,0.3072892233847979,35.43735340308797,423.79951,10,2
-1.4928570590899026,0.98272,0.15836663938937662,0.1490223054379909,54.255576359492025,598.41174,10,6
-1.8717497338164035,0.69076,0.44030864168024025,0.0810751332758697,457.64334935433436,760.86866,10,40
-1.3768280039139866,0.98062,0.08283994072618592,0.30619404050498716,35.3716424302992,423.06495,10,2
-1.3782345254950945,0.98108,0.08300448334835138,0.30962646607140226,35.577587964284255,424.68202,10,2
-1.3770757838356458,0.98098,0.08260043949338484,0.3066270464229672,35.39762278537789,423.51972,10,2
-1.7425326285710232,0.80834,0.4599992299372227,0.27356122710136094,442.38770814261323,355.78517,311,2
-1.4442924680661082,0.98144,0.12224491706258518,0.19288324638628934,45.93248695793935,511.42631,10,4
-1.6241303367444453,0.92078,0.3101753127821076,0.07862248386711469,90.51202241577792,834.36266,10,14
-1.377356494732656,0.98068,0.0837267014066798,0.30739214966485656,35.443528979891504,423.71355,10,2
-1.37705686187304,0.98222,0.08386238183604021,0.30632309122871393,35.37938547372279,423.90751,10,2
-1.6762207533668878,0.94038,0.3487363060475341,0.2926676845629522,268.6942087241328,401.80109,172,2
-1.612869634125631,0.99828,0.2605458265615499,0.296431958206207,172.62677805826021,421.94869,103,2
-1.376769644531643,0.98278,0.08094466809882296,0.3066216922064624,35.397301532387715,422.99927,10,2
-1.7653542221006704,0.75376,0.5048048462640311,0.2676667898011563,532.2585703672256,334.77522,390,2
-1.3777464386603162,0.9809,0.08393834439254427,0.30799265980222396,35.47955958813335,424.42443,10,2
-1.7262026007657274,0.67296,0.4475927973880483,0.052543088269362666,191.1803376129339,690.60405,14,24
-1.3777887821469383,0.98102,0.08320386628286792,0.30848164835239367,35.50889890114371,424.22306,10,2
-1.9178552540161116,0.56808,0.5836348453102169,0.17770848733624045,1600.3826221658921,276.04467,390,40
-1.797737595235629,0.57258,0.5753832332108015,0.14008896161825188,688.7265709595166,291.57781,400,4
-1.6002446789138471,0.99766,0.24621644820404862,0.30015747487418737,158.07401319086662,423.73528,93,2
-1.918905702866817,0.57244,0.5771719034205832,0.18396396711154928,1595.4108378170638,279.50146,360,26
-1.3770405681942757,0.98062,0.08494399899481858,0.3069452659201997,35.416715955212005,423.13278,10,2
-1.7393546919272314,0.81502,0.45555266705071623,0.2754401559230782,431.53743466418,358.30188,301,2
-1.9307994527122516,0.60586,0.5549342284741817,0.18840811825955275,1656.150628858152,296.52862,261,28
-1.3773817440331553,0.98018,0.08260544171047035,0.30662225305556234,35.397335183333674,424.23119,10,2
-1.8068382622347752,0.68908,0.4367576428931948,0.0672676698398531,289.0977245022349,784.19852,10,34
-1.3776224012412026,0.9811,0.0880207461291679,0.3078466347297279,35.47079808378351,424.21633,10,2
-1.3774868407936207,0.9805,0.08346079219773234,0.3081642019377874,35.48985211626721,423.50521,10,2
-1.7326158636489364,0.83174,0.4417261602117524,0.2807555573137591,408.65400245268955,364.78483,281,2
-1.3778764268708095,0.98102,0.08568214267141201,0.30717348609950285,35.43040916597011,425.38499,10,2
-1.623414784852735,0.92084,0.3112473682839384,0.07681590492890802,89.97510968246384,835.36879,10,14
-1.869309158786948,0.68758,0.43673108710681074,0.07735448602991958,450.9586666278833,758.59592,10,40
-1.8945906528201482,0.60228,0.530324294312855,0.14229599473458965,1228.6503951650395,314.37304,172,12
-1.37774954276792,0.98052,0.08479757071584772,0.30769897605352386,35.461938563211355,424.56873,10,2
-1.3773845062800636,0.98062,0.08306631096581502,0.3082896534845317,35.49737920907181,423.15405,10,2
-1.6622250850550475,0.95732,0.3279697988914848,0.2928832438609783,242.5200977729495,408.89779,153,2
-1.7856685092906712,0.697,0.4311958515041626,0.06170239476174109,249.0010043041607,794.8632,10,32
-1.492927739875915,0.98226,0.15886754678400314,0.14565330133024093,54.1415918392279,599.81066,10,6
-1.3769631163298524,0.9812,0.08376352395078392,0.3072869955156928,35.437219730941706,422.78452,10,2
-1.376691102511853,0.98202,0.08236680830246475,0.30643978737703775,35.38638724262235,422.76808,10,2
-1.377883202489815,0.98104,0.08401002875542456,0.30850084264317823,35.51005055859088,424.47754,10,2
-1.937694720352975,0.62444,0.5359368748261469,0.1838785061186005,1663.6320222919735,312.00807,192,34
-1.3774804995567569,0.98032,0.08344291311671871,0.30724661335074327,35.434796801044556,424.09581,10,2
-1.3774471320012678,0.9807,0.08569299857718544,0.30863498861357624,35.51809931681452,423.10276,10,2
-1.9182378510108358,0.5661,0.5951379250638561,0.18315764823987132,1605.8925984808338,275.49091,400,34
-1.673849369578707,0.80194,0.3779669972422145,0.060704478755572285,115.94830037159888,857.29948,10,20
-1.49253949689296,0.98232,0.15904647662469815,0.14068543163892447,54.28163938431469,596.77537,10,6
-1.3778616025741368,0.9807,0.08404395461399208,0.30850243023690443,35.51014581421434,424.35339,10,2
-1.6453807615437208,0.97864,0.3043861875415045,0.2927545709692206,214.60933540423446,417.26257,133,2
-1.6738438455054572,0.80402,0.3745069032023538,0.05900608318936517,116.72028059003507,852.48352,10,20
-1.7629526204128032,0.7539,0.4960689291019609,0.2663220033311364,521.6801963125083,336.22397,380,2
-1.3779153522398753,0.98128,0.08242065974003047,0.3074012174574721,35.44407304744823,425.38225,10,2
-1.378199147731396,0.98094,0.08368175799519179,0.30867671145364156,35.520602687218386,425.2212,10,2
-1.3776812517529655,0.98136,0.08537657601456411,0.3090235319692409,35.541411918154395,423.60673,10,2
-1.9477385111604328,0.65232,0.5204843921667549,0.1960137471423565,1723.299668874172,326.56107,153,28
-1.7198715726340623,0.73012,0.4132703159893892,0.054862843291482125,157.9975072590807,824.26571,10,26
-1.3774653316805563,0.9811,0.0837647607961358,0.3073913634355997,35.44348180613597,424.09556,10,2
-1.8787229723688772,0.693,0.43950878831217033,0.0864592740177552,479.1248196248196,761.81187,10,40
